,Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,source
160,Regular,FDM22,-0.8007286976482014,-0.8010813016423544,Snack Foods,-0.7638778724894459,0.12473950580529936,1987,OUT013,Tier 3,High,Supermarket Type1,train
161,Low Fat,FDR07,-0.44210656778653845,-0.7279404264000815,Fruits and Vegetables,-0.545633982289987,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
162,Low Fat,FDV25,0.6235729954023459,-0.4970927267163112,Canned,-0.7397697128761261,-0.8392378684132181,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
163,Low Fat,DRF49,-0.29573545490971076,-0.6038967662960317,Soft Drinks,-0.5843604437893732,-0.6766894909199166,1997,OUT046,Tier 1,Small,Supermarket Type1,train
164,Regular,FDW51,0.5557491052570815,-0.5807405896154237,Meat,-0.43915876745698534,-0.8094671033045548,1997,OUT046,Tier 1,Small,Supermarket Type1,train
165,Regular,DRL01,0.7165294840711993,-0.18157706824441489,Soft Drinks,-0.5441475603514294,0.7796963381958917,2007,OUT017,Tier 2,Small,Supermarket Type1,train
166,Low Fat,FDP25,0.5754979660303297,-0.5701315923696826,Canned,-0.8906903272234686,0.267639178326883,2007,OUT017,Tier 2,Small,Supermarket Type1,train
167,Regular,FDL50,-0.2044546991830165,-0.7380393757013158,Canned,-0.7604137970313984,-0.09556415599880896,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
168,Low Fat,NCB30,0.4220673824610015,-0.15393246965214724,Household,-0.864515226685857,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
169,Low Fat,FDW11,-0.7399863496526292,-0.910231561766806,Breads,-0.7204197634816607,-0.041976778803215264,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
170,Low Fat,NCM43,0.13354759624853152,-0.6801999387942466,Others,-0.902117027704125,0.1842810360226259,2004,OUT035,Tier 2,Small,Supermarket Type1,train
171,Low Fat,FDK44,0.20360579698334114,-0.4193614199734774,Fruits and Vegetables,-0.26515896910945813,0.4343554629353976,2007,OUT017,Tier 2,Small,Supermarket Type1,train
172,Regular,FDM15,0.01992713023517978,-0.796694889319596,Meat,-0.6687413329844181,-0.13724322715093762,1987,OUT013,Tier 3,High,Supermarket Type1,train
173,Regular,FDS31,0.2524855856406494,-0.3969193104151789,Fruits and Vegetables,-0.750130118182203,0.01756475141411129,1987,OUT013,Tier 3,High,Supermarket Type1,train
174,Low Fat,FDI32,-0.2878270820175348,-0.9521575028052636,Fruits and Vegetables,0.7751002543745886,0.565346829413516,1998,OUT010,Tier 3,High,Grocery Store,train
175,Low Fat,FDR47,0.4031453524302373,-0.9154340508007752,Breads,-0.6159177253355185,0.5832092884787139,1998,OUT010,Tier 3,High,Grocery Store,train
176,Regular,FDB35,-0.4788555440104856,-0.8502499234928083,Starchy Foods,-0.6233234821225847,-0.07770169693361106,2002,OUT045,Tier 2,High,Supermarket Type1,train
177,Low Fat,NCU05,-0.5740904861832679,-0.9804141589309394,Health and Hygiene,-0.4166688212181503,-0.13724322715093762,1998,OUT010,Tier 3,High,Grocery Store,train
178,Regular,DRY23,-0.9081385951687279,-0.9985718657553809,Soft Drinks,0.15412307727830732,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
179,Low Fat,FDO24,0.07106330093922542,-0.5438131184331325,Baking Goods,0.06520740264688096,-0.22060136945519493,2002,OUT045,Tier 2,Small,Supermarket Type1,train
180,Regular,FDQ28,0.03375574706789175,-0.08211771906559207,Frozen Foods,-0.6517431440083432,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
181,Low Fat,FDV39,0.4164153916155626,-0.853616239926553,Meat,-0.977095025264284,-0.19678475736826417,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
182,Low Fat,NCO17,-0.2643922878932963,-0.9683770274405793,Health and Hygiene,-0.23092663005622427,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
183,Regular,FDU50,-0.307910410257455,-0.7945526879526674,Dairy,-0.5595481568425226,-0.8576957427805894,1987,OUT013,Tier 3,High,Supermarket Type1,train
184,Regular,FDT12,0.659741322521715,-0.27889421605630915,Baking Goods,-0.7179531011764344,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
185,Regular,FDK58,-0.4167057161678518,-0.8500459043150055,Snack Foods,-0.7439099921878909,-0.19083060434653176,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
186,Regular,FDO08,0.14145596914070735,-0.9043150056105274,Fruits and Vegetables,-0.44227512016409287,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
187,Low Fat,NCW29,-0.15838987021983164,-0.8857492604304804,Health and Hygiene,-0.8440155995889984,0.12473950580529936,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
188,Regular,FDE04,0.2604160299900169,-0.6470468224013056,Frozen Foods,-0.9108115865508576,0.8094671033045548,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
189,Low Fat,NCB19,-0.5433058968142398,-0.6629603182699173,Household,-0.46516594536141587,-0.7654063709437331,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
190,Low Fat,FDV15,-0.3830620241903171,-0.7504845455472813,Meat,-0.12057962617325968,-0.3158678178029173,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
191,Regular,FDL58,0.9819048007117197,-0.277976129756197,Snack Foods,-0.5647406310490932,-0.8541232509675497,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
192,Regular,FDA08,0.12787353394590117,-0.5263694787310006,Fruits and Vegetables,-0.712994482264973,-0.1312890741292052,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
193,Low Fat,FDT43,-0.8400464519283664,-0.9334897480363153,Fruits and Vegetables,-0.8949747372552943,0.40458469782673445,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
194,Low Fat,NCX06,0.284453544676025,-0.2281954503723349,Household,-0.9258880551696537,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
195,Low Fat,FDT20,-0.9462950512397368,-0.9222686932571661,Fruits and Vegetables,-0.7671252777531912,-0.29205120571598675,1997,OUT046,Tier 1,Small,Supermarket Type1,train
196,Regular,FDB41,-0.8575389306548771,-0.8530041823931449,Frozen Foods,-0.42282178924237934,0.7201548079785649,1997,OUT046,Tier 1,Small,Supermarket Type1,train
197,Low Fat,NCN55,0.7620136639298063,-0.08446393961032317,Others,-0.6551385714230739,0.19618934206609118,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
198,Regular,FDE40,-0.7314973276558754,-0.6825461593389778,Dairy,-0.41450617695389325,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
199,Regular,FDX49,0.7091796888264097,-0.1839232887891461,Canned,-0.3980353322840221,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
200,Low Fat,NCM53,-0.3774321048020701,-0.8908497398755482,Health and Hygiene,-0.7009277830157821,0.6903840428699017,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
201,Regular,FDE36,0.10863910790565634,-0.5032133020503926,Baking Goods,-0.7648529653303984,-0.9160464423935695,2004,OUT035,Tier 2,Small,Supermarket Type1,train
202,Low Fat,FDN57,-0.07532988339479396,-0.7443639702131999,Snack Foods,-0.6873956398425264,0.6308425126525754,2002,OUT045,Tier 2,Small,Supermarket Type1,train
203,Low Fat,FDI24,0.2448896087579544,0.02213608079159446,Baking Goods,-0.5395071151766575,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
204,Low Fat,FDI19,0.7950987782599546,-0.3738651433234723,Meat,-0.6997418017109673,0.25573087228341773,1997,OUT046,Tier 1,Small,Supermarket Type1,train
205,Regular,FDF24,-0.572973330888495,-0.9549117617056002,Baking Goods,-0.7605399114114519,0.303364096457279,1998,OUT010,Tier 3,Small,Grocery Store,train
206,Low Fat,FDG52,-0.8773319343425083,-0.8854432316637764,Frozen Foods,-0.6172717036170451,0.0830604346531707,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
207,Low Fat,DRF36,0.342068536967993,-0.4488421911659696,Soft Drinks,-0.8765430239404587,0.37481393271807106,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
208,Regular,FDS45,-0.3542214208585457,-0.9564419055391206,Snack Foods,-0.7040239827902699,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
209,Low Fat,FDX40,-0.9284681050465539,-0.9696011425073956,Frozen Foods,-0.001777029320423562,-0.012206013694551876,1998,OUT010,Tier 3,Small,Grocery Store,train
210,Low Fat,DRK12,-0.9855686626055186,-0.9846985616647964,Soft Drinks,-0.7641515841648931,-0.4111342661506401,2004,OUT035,Tier 2,Small,Supermarket Type1,train
211,Low Fat,DRC27,0.8157186126900693,-0.13934509843925325,Dairy,-0.6643223114607105,0.1009228937183686,2004,OUT035,Tier 2,Small,Supermarket Type1,train
212,Regular,FDL58,0.973415778714966,-0.6011425073956951,Snack Foods,-0.6159177253355185,-0.8541232509675497,2007,OUT017,Tier 2,Small,Supermarket Type1,train
213,Low Fat,NCD30,-0.45005908359309743,-0.8101601550545751,Household,-0.8563556102873549,0.8035129502828222,2002,OUT045,Tier 2,Small,Supermarket Type1,train
214,Low Fat,NCZ54,0.10582414821153296,-0.9553198000612056,Household,-0.6159177253355185,0.2021434950878238,1998,OUT010,Tier 3,Small,Grocery Store,train
215,Regular,FDE10,-0.16151722592343587,-0.9850045904315005,Snack Foods,-0.094995936933574,-0.7481393271807084,1998,OUT010,Tier 3,Small,Grocery Store,train
216,Regular,FDR44,-0.15104007497504224,-0.9651127205957359,Fruits and Vegetables,-0.6159177253355185,-0.8148258410241142,1998,OUT010,Tier 3,Small,Grocery Store,train
217,Regular,FDP28,0.9423187933364572,-0.9651127205957359,Frozen Foods,-0.19092145174387054,0.0830604346531707,1998,OUT010,Tier 3,Small,Grocery Store,train
218,Low Fat,FDX15,0.09820609987164608,-0.4396613281648474,Meat,-0.060428214413533854,0.5058052991961892,1987,OUT013,Tier 3,High,Supermarket Type1,train
219,Low Fat,FDA39,-0.9236650164007905,-0.8305620728348464,Meat,-0.6159177253355185,-0.7898183983328371,2004,OUT035,Tier 2,Small,Supermarket Type1,train
220,Regular,FDY24,-0.8162992617946472,-0.6993777415077016,Baking Goods,-0.19877128068561845,-0.9612980053587377,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
221,Regular,FDC60,-0.5156045202344328,-0.7880240742629806,Baking Goods,-0.3131796392575803,-0.8963977374218517,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
222,Regular,FDH28,-0.9494003354861493,-0.9643986534734265,Frozen Foods,-0.3445137119833137,0.34504316760940745,1997,OUT046,Tier 1,Small,Supermarket Type1,train
223,Low Fat,FDT25,-0.23244640031511254,-0.4607773130674283,Canned,-0.7077526324498852,-0.6493003870199463,2007,OUT017,Tier 2,Small,Supermarket Type1,train
224,Low Fat,DRJ13,0.10584621966872443,-0.6363358155666632,Soft Drinks,-0.6350966431020616,-0.03602262578148241,1987,OUT013,Tier 3,High,Supermarket Type1,train
225,Low Fat,NCO07,0.5336776480655216,-0.9724574109966336,Others,-0.9166157173478852,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
226,Low Fat,FDW20,-0.21151416987551697,-0.5521779047230438,Fruits and Vegetables,-0.8734383886274163,0.928550163739208,1987,OUT013,Tier 3,High,Supermarket Type1,train
227,Low Fat,DRF27,0.02584737417571592,-0.9816382739977557,Dairy,-0.7156529145324473,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
228,Low Fat,FDS49,-0.5884997521205577,-0.7523207181475058,Canned,-0.6159177253355185,-0.47067579636796664,2004,OUT035,Tier 2,Small,Supermarket Type1,train
229,Low Fat,FDX25,0.2787794823733949,-0.529939814342548,Canned,-0.39666275932931316,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
230,Low Fat,NCX42,0.14060706694103198,-0.2744057941446495,Household,-0.9853766798920929,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
231,Regular,FDG33,0.18155641124897293,-0.47873100071406705,Seafood,-0.16268682986149874,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
232,Low Fat,FDL56,-0.5320019151233625,-0.8313781495460573,Fruits and Vegetables,-0.24596755242387047,0.13664781184876462,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
233,Low Fat,FDF14,0.027545178575066886,-0.6062429868407629,Canned,-0.8547487633392726,-0.6433462339982137,2004,OUT035,Tier 2,Small,Supermarket Type1,train
234,Low Fat,NCD06,-0.8801689654938234,-0.9122717535448331,Household,-0.41043232904757687,0.005656445370646024,1997,OUT046,Tier 1,Small,Supermarket Type1,train
235,Low Fat,DRM47,0.37178011395663146,-0.6537794552687952,Hard Drinks,-0.7537132948243814,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
236,Regular,FDS46,-0.25731074574360435,-0.9868407630317249,Snack Foods,-0.5125441907540033,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
237,Regular,FDB35,-0.47630883741145946,-0.7094766908089359,Starchy Foods,-0.6244614978468596,-0.07770169693361106,1987,OUT013,Tier 3,High,Supermarket Type1,train
238,Low Fat,FDX21,-0.33275268422875537,-0.6872386004284402,Snack Foods,-0.5013804204684956,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
239,Low Fat,NCU05,-0.5868240191783985,-0.9680709986738752,Health and Hygiene,-0.6621036847756232,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
240,Low Fat,NCR38,0.8682843346983682,0.036009384882178974,Household,-0.3216226897515134,0.5117594522179219,2002,OUT045,Tier 2,Medium,Supermarket Type1,train
241,Low Fat,NCR18,-0.9030451819706755,-0.9071712740997653,Household,-0.8951480229206513,0.34504316760940745,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
242,Low Fat,NCU41,0.36583779855890364,-0.5073956951953482,Health and Hygiene,-0.7015526286015555,0.7022923489133674,2004,OUT035,Tier 2,Small,Supermarket Type1,train
243,Regular,FDY56,0.666532540119118,0.10149954095684999,Fruits and Vegetables,-0.6355494468026153,0.40458469782673445,2007,OUT017,Tier 2,Small,Supermarket Type1,train
244,Low Fat,DRJ51,0.6789316056475767,-0.5109660308068957,Dairy,-0.4803057790366093,0.13664781184876462,2004,OUT035,Tier 2,Small,Supermarket Type1,train
245,Low Fat,FDK21,0.8484913310107371,-0.4297663980414158,Snack Foods,-0.9603731217265146,-0.6010717475439118,2004,OUT035,Tier 2,Small,Supermarket Type1,train
246,Low Fat,FDY25,0.2572886742864129,-0.4779149240028562,Canned,-0.8129929460117836,-0.11342661506400709,1987,OUT013,Tier 3,High,Supermarket Type1,train
247,Regular,FDU44,0.12195329000536503,-0.8557584412934816,Fruits and Vegetables,-0.6623322878704498,-0.09556415599880896,2004,OUT035,Tier 2,Small,Supermarket Type1,train
248,Low Fat,FDL43,-0.6258293774490828,-0.9229827603794756,Meat,-0.8551072429412014,-0.33968442988984804,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
249,Low Fat,FDF05,0.9626703746714749,-0.19922472712434958,Frozen Foods,-0.8556218477369898,0.5415302173265855,2007,OUT017,Tier 2,Medium,Supermarket Type1,train
250,Low Fat,DRF15,0.02499847197604055,-0.9581760685504437,Dairy,-0.6639410066460653,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
251,Low Fat,FDL20,-0.3115522006940624,-0.7325308579006427,Fruits and Vegetables,-0.22809919146594415,0.4938969931527244,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
252,Low Fat,FDV32,-0.7439626075559087,-0.8888095480975211,Fruits and Vegetables,-0.47495479059314305,-0.6153617147960702,1999,OUT049,Tier 1,Medium,Supermarket Type1,train
253,Regular,FDJ34,-0.19625600173855173,-0.7174334387432417,Snack Foods,-0.4458214944603296,-0.13724322715093762,1987,OUT013,Tier 3,High,Supermarket Type1,train
254,Regular,FDG08,0.19344104204442814,-0.4260940528409669,Fruits and Vegetables,-0.00177420310714127,0.023518904435844146,2002,OUT045,Tier 2,High,Supermarket Type1,train
255,Low Fat,FDQ04,-0.9126513592622021,-0.9987758849331836,Frozen Foods,-0.1083086206432099,-0.01901110703840536,1985,OUT019,Tier 1,Small,Grocery Store,train
256,Low Fat,FDW13,-0.8315574299316124,-0.9653167397735386,Canned,-0.4158931642120738,-0.5302173265852932,2007,OUT017,Tier 2,Small,Supermarket Type1,train
257,Low Fat,NCI17,-0.4477806300891686,-0.9755176986636743,Health and Hygiene,-0.13964530407576592,-0.5129502828222685,1987,OUT013,Tier 3,High,Supermarket Type1,train
258,Regular,FDY03,-0.32401748059409574,-0.7465061715801284,Meat,-0.5523529995805321,0.5534385233700507,2002,OUT045,Tier 2,High,Supermarket Type1,train
259,Low Fat,FDS12,-0.18296389109603473,-0.29174742425788014,Baking Goods,0.056158594282151864,-0.45876749032450137,2007,OUT017,Tier 2,High,Supermarket Type1,train
260,Regular,FDJ55,0.6523915272769256,-0.2465571763745792,Meat,-0.8772433768322859,-0.01816016671628451,1987,OUT013,Tier 3,High,Supermarket Type1,train
261,Low Fat,DRK01,-0.45539867842905557,-0.7878200550851779,Soft Drinks,-0.646088753256649,-0.6338195891634414,2004,OUT035,Tier 2,Small,Supermarket Type1,train
262,Regular,FDG28,0.8261957636384629,-0.8174028358665714,Frozen Foods,-0.7168593381642698,-0.4367371241440905,2007,OUT017,Tier 2,Small,Supermarket Type1,train
263,Regular,FDY38,0.6955972536316037,-0.1839232887891461,Dairy,-0.2867140975859429,0.07710628163143785,2002,OUT045,Tier 2,Small,Supermarket Type1,train
264,Low Fat,FDN01,0.23045827136347286,-0.7347750688564725,Breakfast,-0.5753235683251685,-0.4831795177136051,2002,OUT045,Tier 2,Small,Supermarket Type1,train
265,Low Fat,NCR54,0.39152897472987935,-0.6138937060083647,Household,-0.46485355951249363,0.40458469782673445,1987,OUT013,Tier 3,High,Supermarket Type1,train
266,Low Fat,FDG29,-0.8976614442203343,-0.8508619810262164,Frozen Foods,-0.6756912438955871,0.5534385233700507,1987,OUT013,Tier 3,High,Supermarket Type1,train
267,Low Fat,FDG24,-0.542144598605084,-0.839334897480363,Baking Goods,-0.9319967827964273,-0.5927359333134861,1987,OUT013,Tier 3,High,Supermarket Type1,train
268,Low Fat,FDG59,-0.9539351710368152,-0.9577680301948382,Starchy Foods,-0.7542953716139511,0.34504316760940745,2007,OUT017,Tier 2,High,Supermarket Type1,train
269,Low Fat,FDM28,0.2510781057935878,-0.6195042333979393,Frozen Foods,-0.7439072768065021,0.32718070854420955,1987,OUT013,Tier 3,High,Supermarket Type1,train
270,Regular,FDW04,-0.1719723054146376,-0.7862899112516576,Frozen Foods,-0.6659501918392322,-0.4724620422744865,1997,OUT046,Tier 1,Small,Supermarket Type1,train
271,Low Fat,FDS26,0.9428773709838438,-0.6843823319392022,Dairy,-0.4715777428007374,0.8809169395653469,1987,OUT013,Tier 3,High,Supermarket Type1,train
272,Low Fat,FDQ56,-0.538190412158996,-0.7094766908089359,Fruits and Vegetables,-0.3723544188445006,-0.7576659720154807,1987,OUT013,Tier 3,High,Supermarket Type1,train
273,Low Fat,FDK51,0.9762307384090891,-0.11190451902478815,Dairy,-0.9897821922394585,0.8213754093480206,2004,OUT035,Tier 2,Small,Supermarket Type1,train
274,Low Fat,FDL22,-0.4893106235016875,-0.6860144853616239,Snack Foods,-0.7979443700861641,0.4641262280440608,1997,OUT046,Tier 1,Small,Supermarket Type1,train
275,Low Fat,FDH19,0.2044546991830165,0.11312863409160467,Meat,-0.8192606312030264,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
276,Low Fat,FDY55,0.9118024570625272,0.13679485871671937,Fruits and Vegetables,-0.5217121310895007,0.4522179220005955,1987,OUT013,Tier 3,High,Supermarket Type1,train
277,Regular,FDY03,-0.32741308939279723,-0.9361419973477506,Meat,-0.550652351906655,0.5534385233700507,2007,OUT017,Tier 2,High,Supermarket Type1,train
278,Low Fat,FDK21,0.8603759618061924,-0.9283892685912475,Snack Foods,-0.9188225896949429,-0.6010717475439118,1998,OUT010,Tier 3,High,Grocery Store,train
279,Low Fat,FDZ10,-0.1942899442441035,-0.4430276445985921,Snack Foods,-0.7495600851250515,-0.01901110703840536,1985,OUT027,Tier 3,Medium,Supermarket Type3,train
280,Regular,FDZ32,-0.3895849886926227,-0.8922778741201672,Fruits and Vegetables,-0.7862582983456031,-0.6153617147960702,2009,OUT018,Tier 3,Medium,Supermarket Type2,train
281,Low Fat,NCZ18,0.8826936006356578,-0.07232479853106177,Household,0.12345352179886326,-0.6105983923786841,2004,OUT035,Tier 2,Small,Supermarket Type1,train
